Block Size	Time Taken
29600	0.003000
29700	0.003000
29800	0.003000
29900	0.003000
30000	0.003000
30100	0.003000
30200	0.003000
30300	0.003000
30400	0.003000
30500	0.003000
30600	0.003000
30700	0.003000
30800	0.004000
30900	0.003000
31000	0.004000
31100	0.003000
31200	0.004000
31300	0.004000
31400	0.004000
31500	0.003000
31600	0.003000
31700	0.004000
31800	0.005000
31900	0.003000
32000	0.003000
32100	0.003000
32200	0.003000
32300	0.003000
32400	0.003000
32500	0.004000
32600	0.004000
32700	0.003000
32800	0.003000
32900	0.004000
33000	0.003000
33100	0.003000
33200	0.004000
33300	0.004000
33400	0.003000
33500	0.003000
33600	0.004000
33700	0.003000
33800	0.003000
33900	0.003000
34000	0.003000
34100	0.004000
34200	0.004000
34300	0.003000
34400	0.003000
34500	0.004000
34600	0.003000
34700	0.003000
34800	0.003000
34900	0.004000
35000	0.004000
35100	0.003000
35200	0.003000
35300	0.004000
35400	0.004000
35500	0.004000
35600	0.004000
35700	0.004000
35800	0.005000
35900	0.003000
36000	0.003000
36100	0.003000
36200	0.003000
36300	0.003000
36400	0.004000
36500	0.003000
36600	0.003000
36700	0.003000
36800	0.003000
36900	0.003000
37000	0.003000
37100	0.003000
37200	0.003000
37300	0.003000
37400	0.003000
37500	0.003000
37600	0.003000
37700	0.003000
37800	0.004000
37900	0.004000
38000	0.004000
38100	0.004000
38200	0.004000
38300	0.004000
38400	0.004000
38500	0.004000
38600	0.004000
38700	0.004000
38800	0.004000
38900	0.004000
39000	0.003000
39100	0.004000
39200	0.004000
39300	0.003000
39400	0.004000
39500	0.004000
39600	0.004000
39700	0.004000
39800	0.004000
39900	0.004000
40000	0.003000
40100	0.004000
40200	0.004000
40300	0.004000
40400	0.004000
40500	0.004000
40600	0.004000
40700	0.004000
40800	0.004000
40900	0.004000
41000	0.003000
41100	0.004000
41200	0.003000
41300	0.004000
41400	0.004000
41500	0.004000
41600	0.004000
41700	0.004000
41800	0.004000
41900	0.004000
42000	0.005000
42100	0.003000
42200	0.004000
42300	0.003000
42400	0.004000
42500	0.004000
42600	0.004000
42700	0.004000
42800	0.003000
42900	0.005000
43000	0.004000
43100	0.004000
43200	0.005000
43300	0.005000
43400	0.004000
43500	0.005000
43600	0.004000
43700	0.005000
43800	0.005000
43900	0.005000
44000	0.005000
44100	0.005000
44200	0.004000
44300	0.004000
44400	0.004000
44500	0.005000
44600	0.004000
44700	0.005000
44800	0.005000
44900	0.005000
45000	0.004000
45100	0.004000
45200	0.004000
45300	0.004000
45400	0.004000
45500	0.004000
45600	0.004000
45700	0.005000
45800	0.005000
45900	0.005000
46000	0.004000
46100	0.005000
46200	0.005000
46300	0.004000
46400	0.005000
46500	0.005000
46600	0.004000
46700	0.005000
46800	0.005000
46900	0.004000
47000	0.005000
47100	0.004000
47200	0.004000
47300	0.005000
47400	0.004000
47500	0.005000
47600	0.005000
47700	0.004000
47800	0.005000
47900	0.004000
48000	0.005000
48100	0.005000
48200	0.005000
48300	0.005000
48400	0.005000
48500	0.005000
48600	0.005000
48700	0.005000
48800	0.005000
48900	0.004000
49000	0.005000
49100	0.005000
49200	0.005000
49300	0.005000
49400	0.005000
49500	0.005000
49600	0.005000
49700	0.005000
49800	0.005000
49900	0.005000
50000	0.006000
50100	0.005000
50200	0.005000
50300	0.005000
50400	0.005000
50500	0.005000
50600	0.005000
50700	0.005000
50800	0.005000
50900	0.005000
51000	0.006000
51100	0.004000
51200	0.005000
51300	0.004000
51400	0.005000
51500	0.005000
51600	0.005000
51700	0.005000
51800	0.006000
51900	0.006000
52000	0.005000
52100	0.005000
52200	0.005000
52300	0.005000
52400	0.006000
52500	0.005000
52600	0.005000
52700	0.006000
52800	0.005000
52900	0.005000
53000	0.005000
53100	0.005000
53200	0.005000
53300	0.006000
53400	0.005000
53500	0.005000
53600	0.005000
53700	0.006000
53800	0.005000
53900	0.005000
54000	0.006000
54100	0.005000
54200	0.006000
54300	0.005000
54400	0.005000
54500	0.006000
54600	0.005000
54700	0.005000
54800	0.006000
54900	0.005000
55000	0.006000
55100	0.006000
55200	0.006000
55300	0.005000
55400	0.006000
55500	0.006000
55600	0.005000
55700	0.006000
55800	0.006000
55900	0.006000
56000	0.006000
56100	0.006000
56200	0.006000
56300	0.005000
56400	0.006000
56500	0.005000
56600	0.006000
56700	0.005000
56800	0.006000
56900	0.006000
57000	0.006000
57100	0.006000
57200	0.006000
57300	0.006000
57400	0.006000
57500	0.007000
57600	0.006000
57700	0.006000
57800	0.006000
57900	0.006000
58000	0.006000
58100	0.006000
58200	0.006000
58300	0.006000
58400	0.007000
58500	0.006000
58600	0.005000
58700	0.006000
58800	0.007000
58900	0.006000
59000	0.007000
59100	0.006000
59200	0.006000
59300	0.006000
59400	0.006000
59500	0.006000
59600	0.006000
59700	0.006000
59800	0.006000
59900	0.006000
60000	0.007000
60100	0.006000
60200	0.007000
60300	0.006000
60400	0.007000
60500	0.006000
60600	0.006000
60700	0.006000
60800	0.006000
60900	0.006000
61000	0.006000
61100	0.006000
61200	0.006000
61300	0.005000
61400	0.006000
61500	0.006000
61600	0.006000
61700	0.006000
61800	0.006000
61900	0.006000
62000	0.006000
62100	0.007000
62200	0.006000
62300	0.006000
62400	0.006000
62500	0.006000
62600	0.006000
62700	0.007000
62800	0.006000
62900	0.007000
63000	0.006000
63100	0.005000
63200	0.007000
63300	0.006000
63400	0.007000
63500	0.007000
63600	0.006000
63700	0.006000
63800	0.006000
63900	0.007000
64000	0.006000
64100	0.006000
64200	0.006000
64300	0.006000
64400	0.006000
64500	0.007000
64600	0.007000
64700	0.006000
64800	0.006000
64900	0.006000
65000	0.006000
65100	0.006000
65200	0.006000
65300	0.006000
65400	0.007000
65500	0.006000
65600	0.007000
65700	0.006000
65800	0.007000
65900	0.007000
66000	0.007000
66100	0.007000
66200	0.007000
66300	0.007000
66400	0.006000
66500	0.007000
66600	0.008000
66700	0.006000
66800	0.006000
66900	0.006000
67000	0.006000
67100	0.006000
67200	0.006000
67300	0.006000
67400	0.006000
67500	0.006000
67600	0.006000
67700	0.006000
67800	0.006000
67900	0.007000
68000	0.007000
68100	0.007000
68200	0.007000
68300	0.007000
68400	0.007000
68500	0.008000
68600	0.007000
68700	0.006000
68800	0.006000
68900	0.007000
69000	0.007000
69100	0.007000
69200	0.007000
69300	0.007000
69400	0.006000
69500	0.006000
69600	0.007000
69700	0.007000
69800	0.007000
69900	0.007000
70000	0.007000
70100	0.007000
70200	0.007000
70300	0.007000
70400	0.007000
70500	0.007000
70600	0.007000
70700	0.008000
70800	0.007000
70900	0.007000
71000	0.008000
71100	0.008000
71200	0.008000
71300	0.007000
71400	0.008000
71500	0.007000
71600	0.008000
71700	0.006000
71800	0.008000
71900	0.006000
72000	0.008000
72100	0.008000
72200	0.007000
72300	0.007000
72400	0.008000
72500	0.007000
72600	0.007000
72700	0.007000
72800	0.008000
72900	0.008000
73000	0.008000
73100	0.007000
73200	0.007000
73300	0.008000
73400	0.008000
73500	0.007000
73600	0.008000
73700	0.007000
73800	0.007000
73900	0.008000
74000	0.008000
74100	0.008000
74200	0.008000
74300	0.008000
74400	0.008000
74500	0.007000
74600	0.007000
74700	0.007000
74800	0.008000
74900	0.008000
75000	0.008000
75100	0.008000
75200	0.007000
75300	0.007000
75400	0.008000
75500	0.007000
75600	0.007000
75700	0.008000
75800	0.007000
75900	0.008000
76000	0.007000
76100	0.008000
76200	0.008000
76300	0.007000
76400	0.008000
76500	0.008000
76600	0.007000
76700	0.008000
76800	0.007000
76900	0.008000
77000	0.007000
77100	0.008000
77200	0.007000
77300	0.008000
77400	0.007000
77500	0.008000
77600	0.008000
77700	0.008000
77800	0.007000
77900	0.008000
78000	0.008000
78100	0.007000
78200	0.008000
78300	0.008000
78400	0.008000
78500	0.008000
78600	0.008000
78700	0.008000
78800	0.007000
78900	0.008000
79000	0.008000
79100	0.007000
79200	0.008000
79300	0.008000
79400	0.007000
79500	0.008000
79600	0.008000
79700	0.008000
79800	0.008000
79900	0.007000
80000	0.008000
80100	0.008000
80200	0.007000
80300	0.008000
80400	0.008000
80500	0.008000
80600	0.007000
80700	0.008000
80800	0.008000
80900	0.008000
81000	0.007000
81100	0.008000
81200	0.008000
81300	0.008000
81400	0.007000
81500	0.008000
81600	0.008000
81700	0.008000
81800	0.007000
81900	0.008000
82000	0.008000
82100	0.008000
82200	0.008000
82300	0.008000
82400	0.008000
82500	0.008000
82600	0.008000
82700	0.008000
82800	0.008000
82900	0.008000
83000	0.008000
83100	0.008000
83200	0.008000
83300	0.008000
83400	0.008000
83500	0.008000
83600	0.008000
83700	0.008000
83800	0.009000
83900	0.008000
84000	0.008000
84100	0.009000
84200	0.008000
84300	0.008000
84400	0.008000
84500	0.008000
84600	0.009000
84700	0.008000
84800	0.008000
84900	0.009000
85000	0.008000
85100	0.008000
85200	0.008000
85300	0.008000
85400	0.009000
85500	0.007000
85600	0.008000
85700	0.009000
85800	0.008000
85900	0.008000
86000	0.009000
86100	0.008000
86200	0.009000
86300	0.008000
86400	0.008000
86500	0.008000
86600	0.009000
86700	0.008000
86800	0.009000
86900	0.008000
87000	0.008000
87100	0.008000
87200	0.009000
87300	0.008000
87400	0.008000
87500	0.009000
87600	0.008000
87700	0.009000
87800	0.008000
87900	0.008000
88000	0.009000
88100	0.008000
88200	0.009000
88300	0.008000
88400	0.008000
88500	0.009000
88600	0.009000
88700	0.008000
88800	0.008000
88900	0.008000
89000	0.008000
89100	0.009000
89200	0.009000
89300	0.009000
89400	0.008000
89500	0.008000
89600	0.008000
89700	0.010000
89800	0.010000
89900	0.009000
90000	0.009000
90100	0.008000
90200	0.008000
90300	0.008000
90400	0.009000
90500	0.009000
90600	0.009000
90700	0.009000
90800	0.009000
90900	0.009000
91000	0.009000
91100	0.009000
91200	0.009000
91300	0.009000
91400	0.008000
91500	0.009000
91600	0.009000
91700	0.009000
91800	0.009000
91900	0.008000
92000	0.009000
92100	0.009000
92200	0.009000
92300	0.009000
92400	0.009000
92500	0.009000
92600	0.009000
92700	0.008000
92800	0.010000
92900	0.010000
93000	0.009000
93100	0.009000
93200	0.009000
93300	0.009000
93400	0.009000
93500	0.010000
93600	0.009000
93700	0.009000
93800	0.009000
93900	0.009000
94000	0.009000
94100	0.009000
94200	0.009000
94300	0.009000
94400	0.009000
94500	0.009000
94600	0.009000
94700	0.009000
94800	0.009000
94900	0.009000
95000	0.009000
95100	0.009000
95200	0.009000
95300	0.010000
95400	0.010000
95500	0.010000
95600	0.009000
95700	0.009000
95800	0.009000
95900	0.009000
96000	0.010000
96100	0.010000
96200	0.010000
96300	0.010000
96400	0.010000
96500	0.010000
96600	0.010000
96700	0.010000
96800	0.010000
96900	0.010000
97000	0.010000
97100	0.009000
97200	0.010000
97300	0.010000
97400	0.011000
97500	0.010000
97600	0.009000
97700	0.010000
97800	0.009000
97900	0.010000
98000	0.009000
98100	0.010000
98200	0.010000
98300	0.009000
98400	0.010000
98500	0.010000
98600	0.010000
98700	0.010000
98800	0.010000
98900	0.009000
99000	0.010000
99100	0.009000
99200	0.010000
99300	0.010000
99400	0.010000
99500	0.009000
99600	0.010000
99700	0.009000
99800	0.009000
99900	0.010000
100000	0.010000
